2010,9,Addison Road,AM Peak,2303.7
2010,9,Anacostia,AM Peak,3141
2010,9,Archives-Navy Memorial,AM Peak,366.3
2010,9,Arlington Cemetery,AM Peak,11
2010,9,Ballston,AM Peak,4584.1
2010,9,Benning Road,AM Peak,1650.2
2010,9,Bethesda,AM Peak,3265.1
2010,9,Braddock Road,AM Peak,2564.7
2010,9,Branch Avenue,AM Peak,5025.6
2010,9,Brookland,AM Peak,2054
2010,9,Capitol Heights,AM Peak,1235.7
2010,9,Capitol South,AM Peak,907.1
2010,9,Cheverly,AM Peak,1025.8
2010,9,Clarendon,AM Peak,1706
2010,9,Cleveland Park,AM Peak,2229.5
2010,9,College Park-U of MD,AM Peak,2025.1
2010,9,Columbia Heights,AM Peak,4037.1
2010,9,Congress Heights,AM Peak,1368.7
2010,9,Court House,AM Peak,3409.4
2010,9,Crystal City,AM Peak,4159.7
2010,9,Deanwood,AM Peak,944.7
2010,9,Dunn Loring,AM Peak,3039.4
2010,9,Dupont Circle,AM Peak,4276.2
2010,9,East Falls Church,AM Peak,2517.6
2010,9,Eastern Market,AM Peak,2341.7
2010,9,Eisenhower Avenue,AM Peak,808.9
2010,9,Farragut North,AM Peak,1077.4
2010,9,Farragut West,AM Peak,1266.9
2010,9,Federal Center SW,AM Peak,430.4
2010,9,Federal Triangle,AM Peak,213
2010,9,Foggy Bottom,AM Peak,2219.8
2010,9,Forest Glen,AM Peak,1622.1
2010,9,Fort Totten,AM Peak,3683.7
2010,9,Franconia-Springfield,AM Peak,6600.9
2010,9,Friendship Heights,AM Peak,3336.5
2010,9,Gallery Place-Chinatown,AM Peak,1673
2010,9,Georgia Avenue-Petworth,AM Peak,2171.9
2010,9,Glenmont,AM Peak,4142.1
2010,9,Greenbelt,AM Peak,4397
2010,9,Grosvenor,AM Peak,3795
2010,9,Huntington,AM Peak,6341.6
2010,9,Judiciary Square,AM Peak,479.5
2010,9,King Street,AM Peak,3036.8
2010,9,L'Enfant Plaza,AM Peak,2883
2010,9,Landover,AM Peak,1720.5
2010,9,Largo Town Center,AM Peak,3487.3
2010,9,McPherson Square,AM Peak,1629.3
2010,9,Medical Center,AM Peak,1015.4
2010,9,Metro Center,AM Peak,1609
2010,9,Minnesota Avenue,AM Peak,1214.8
2010,9,Morgan Blvd.,AM Peak,1111.2
2010,9,Mt. Vernon Square-UDC,AM Peak,1076.1
2010,9,Navy Yard,AM Peak,995.3
2010,9,Naylor Road,AM Peak,1860.6
2010,9,New Carrollton,AM Peak,6871
2010,9,New York Ave,AM Peak,1229.1
2010,9,Pentagon,AM Peak,7077.8
2010,9,Pentagon City,AM Peak,5762
2010,9,Potomac Avenue,AM Peak,2092
2010,9,Prince George's Plaza,AM Peak,2250.1
2010,9,Reagan Washington National Airport,AM Peak,768.9
2010,9,Rhode Island Avenue,AM Peak,2162.1
2010,9,Rockville,AM Peak,2429.9
2010,9,Rosslyn,AM Peak,4631.9
2010,9,Shady Grove,AM Peak,9847.1
2010,9,Shaw-Howard University,AM Peak,1194.6
2010,9,Silver Spring,AM Peak,5985.6
2010,9,Smithsonian,AM Peak,332.5
2010,9,Southern Avenue,AM Peak,3937.6
2010,9,Stadium-Armory,AM Peak,1144
2010,9,Suitland,AM Peak,3988.9
2010,9,Takoma,AM Peak,3340.5
2010,9,Tenleytown-AU,AM Peak,1866.1
2010,9,Twinbrook,AM Peak,2337.1
2010,9,U Street-Cardozo,AM Peak,1958
2010,9,Union Station,AM Peak,9818.1
2010,9,Van Dorn Street,AM Peak,2399.5
2010,9,Van Ness-UDC,AM Peak,2786.9
2010,9,Vienna,AM Peak,9937.5
2010,9,Virginia Square-GMU,AM Peak,1807.8
2010,9,Waterfront,AM Peak,1220
2010,9,West Falls Church,AM Peak,6780
2010,9,West Hyattsville,AM Peak,2127.5
2010,9,Wheaton,AM Peak,2220.8
2010,9,White Flint,AM Peak,1634.3
2010,9,Woodley Park-Zoo,AM Peak,2745.2
2010,10,Addison Road,AM Peak,2298
2010,10,Anacostia,AM Peak,3136.8
2010,10,Archives-Navy Memorial,AM Peak,355.9
2010,10,Arlington Cemetery,AM Peak,12.7
2010,10,Ballston,AM Peak,4703.4
2010,10,Benning Road,AM Peak,1652.3
2010,10,Bethesda,AM Peak,3328.5
2010,10,Braddock Road,AM Peak,2597.8
2010,10,Branch Avenue,AM Peak,5035.1
2010,10,Brookland,AM Peak,2042.9
2010,10,Capitol Heights,AM Peak,1250.8
2010,10,Capitol South,AM Peak,899.5
2010,10,Cheverly,AM Peak,1027.8
2010,10,Clarendon,AM Peak,1733.5
2010,10,Cleveland Park,AM Peak,2271.6
2010,10,College Park-U of MD,AM Peak,2049
2010,10,Columbia Heights,AM Peak,4030
2010,10,Congress Heights,AM Peak,1368.5
2010,10,Court House,AM Peak,3461.6
2010,10,Crystal City,AM Peak,4373.7
2010,10,Deanwood,AM Peak,913.6
2010,10,Dunn Loring,AM Peak,3093.8
2010,10,Dupont Circle,AM Peak,4220
2010,10,East Falls Church,AM Peak,2512.6
2010,10,Eastern Market,AM Peak,2357.8
2010,10,Eisenhower Avenue,AM Peak,848.4
2010,10,Farragut North,AM Peak,1079.3
2010,10,Farragut West,AM Peak,1279.7
2010,10,Federal Center SW,AM Peak,426.9
2010,10,Federal Triangle,AM Peak,195.4
2010,10,Foggy Bottom,AM Peak,2223.8
2010,10,Forest Glen,AM Peak,1626.2
2010,10,Fort Totten,AM Peak,3615.2
2010,10,Franconia-Springfield,AM Peak,6803.7
2010,10,Friendship Heights,AM Peak,3321.2
2010,10,Gallery Place-Chinatown,AM Peak,1666.8
2010,10,Georgia Avenue-Petworth,AM Peak,2191.2
2010,10,Glenmont,AM Peak,4143.7
2010,10,Greenbelt,AM Peak,4404.6
2010,10,Grosvenor,AM Peak,3795
2010,10,Huntington,AM Peak,6497.2
2010,10,Judiciary Square,AM Peak,508.3
2010,10,King Street,AM Peak,3062.8
2010,10,L'Enfant Plaza,AM Peak,2910.3
2010,10,Landover,AM Peak,1690.8
2010,10,Largo Town Center,AM Peak,3432.9
2010,10,McPherson Square,AM Peak,1609.5
2010,10,Medical Center,AM Peak,1033.5
2010,10,Metro Center,AM Peak,1575
2010,10,Minnesota Avenue,AM Peak,1177.9
2010,10,Morgan Blvd.,AM Peak,1159.9
2010,10,Mt. Vernon Square-UDC,AM Peak,1082.4
2010,10,Navy Yard,AM Peak,997.4
2010,10,Naylor Road,AM Peak,1843.2
2010,10,New Carrollton,AM Peak,6831.3
2010,10,New York Ave,AM Peak,1260.4
2010,10,Pentagon,AM Peak,7154.6
2010,10,Pentagon City,AM Peak,5910.3
2010,10,Potomac Avenue,AM Peak,2088.4
2010,10,Prince George's Plaza,AM Peak,2196.9
2010,10,Reagan Washington National Airport,AM Peak,805.4
2010,10,Rhode Island Avenue,AM Peak,2084.4
2010,10,Rockville,AM Peak,2430.7
2010,10,Rosslyn,AM Peak,4715.1
2010,10,Shady Grove,AM Peak,10008.8
2010,10,Shaw-Howard University,AM Peak,1202.6
2010,10,Silver Spring,AM Peak,6044.1
2010,10,Smithsonian,AM Peak,344.8
2010,10,Southern Avenue,AM Peak,3939.8
2010,10,Stadium-Armory,AM Peak,1147.1
2010,10,Suitland,AM Peak,3977.6
2010,10,Takoma,AM Peak,3293.7
2010,10,Tenleytown-AU,AM Peak,1919.5
2010,10,Twinbrook,AM Peak,2376.3
2010,10,U Street-Cardozo,AM Peak,1955.1
2010,10,Union Station,AM Peak,9979.6
2010,10,Van Dorn Street,AM Peak,2420.1
2010,10,Van Ness-UDC,AM Peak,2083.6
2010,10,Vienna,AM Peak,10014.6
2010,10,Virginia Square-GMU,AM Peak,1824.1
2010,10,Waterfront,AM Peak,1231.2
2010,10,West Falls Church,AM Peak,6915.7
2010,10,West Hyattsville,AM Peak,2068.3
2010,10,Wheaton,AM Peak,2284.8
2010,10,White Flint,AM Peak,1662.1
2010,10,Woodley Park-Zoo,AM Peak,2829.7
2010,11,Addison Road,AM Peak,2173.5
2010,11,Anacostia,AM Peak,3054.9
2010,11,Archives-Navy Memorial,AM Peak,346.7
2010,11,Arlington Cemetery,AM Peak,11.8
2010,11,Ballston,AM Peak,4415.8
2010,11,Benning Road,AM Peak,1602.2
2010,11,Bethesda,AM Peak,3144.7
2010,11,Braddock Road,AM Peak,2488
2010,11,Branch Avenue,AM Peak,4696.7
2010,11,Brookland,AM Peak,1958
2010,11,Capitol Heights,AM Peak,1230.1
2010,11,Capitol South,AM Peak,836.6
2010,11,Cheverly,AM Peak,975.1
2010,11,Clarendon,AM Peak,1630.9
2010,11,Cleveland Park,AM Peak,2166.5
2010,11,College Park-U of MD,AM Peak,1938.5
2010,11,Columbia Heights,AM Peak,3944.6
2010,11,Congress Heights,AM Peak,1319.9
2010,11,Court House,AM Peak,3211.1
2010,11,Crystal City,AM Peak,3926.2
2010,11,Deanwood,AM Peak,871.9
2010,11,Dunn Loring,AM Peak,2872.3
2010,11,Dupont Circle,AM Peak,4099.8
2010,11,East Falls Church,AM Peak,2152.7
2010,11,Eastern Market,AM Peak,2199.1
2010,11,Eisenhower Avenue,AM Peak,766.8
2010,11,Farragut North,AM Peak,1025.6
2010,11,Farragut West,AM Peak,1210.5
2010,11,Federal Center SW,AM Peak,395.7
2010,11,Federal Triangle,AM Peak,204.9
2010,11,Foggy Bottom,AM Peak,2107.6
2010,11,Forest Glen,AM Peak,1530.5
2010,11,Fort Totten,AM Peak,3439.1
2010,11,Franconia-Springfield,AM Peak,6429.6
2010,11,Friendship Heights,AM Peak,3196.9
2010,11,Gallery Place-Chinatown,AM Peak,1589.7
2010,11,Georgia Avenue-Petworth,AM Peak,2190.6
2010,11,Glenmont,AM Peak,3974.8
2010,11,Greenbelt,AM Peak,4138
2010,11,Grosvenor,AM Peak,3609.9
2010,11,Huntington,AM Peak,6125.8
2010,11,Judiciary Square,AM Peak,482.7
2010,11,King Street,AM Peak,2800.5
2010,11,L'Enfant Plaza,AM Peak,2782.1
2010,11,Landover,AM Peak,1596.6
2010,11,Largo Town Center,AM Peak,3257.6
2010,11,McPherson Square,AM Peak,1550.5
2010,11,Medical Center,AM Peak,974
2010,11,Metro Center,AM Peak,1606.9
2010,11,Minnesota Avenue,AM Peak,1149.2
2010,11,Morgan Blvd.,AM Peak,1105.8
2010,11,Mt. Vernon Square-UDC,AM Peak,1031.9
2010,11,Navy Yard,AM Peak,916.7
2010,11,Naylor Road,AM Peak,1752.4
2010,11,New Carrollton,AM Peak,6413.5
2010,11,New York Ave,AM Peak,1188.7
2010,11,Pentagon,AM Peak,6704.8
2010,11,Pentagon City,AM Peak,5549.2
2010,11,Potomac Avenue,AM Peak,2059.1
2010,11,Prince George's Plaza,AM Peak,2071.2
2010,11,Reagan Washington National Airport,AM Peak,779.8
2010,11,Rhode Island Avenue,AM Peak,2013.9
2010,11,Rockville,AM Peak,2316.8
2010,11,Rosslyn,AM Peak,3514.4
2010,11,Shady Grove,AM Peak,9439.1
2010,11,Shaw-Howard University,AM Peak,1190.1
2010,11,Silver Spring,AM Peak,5731
2010,11,Smithsonian,AM Peak,309.4
2010,11,Southern Avenue,AM Peak,3793.2
2010,11,Stadium-Armory,AM Peak,1100.7
2010,11,Suitland,AM Peak,3701.5
